,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
429,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,NVIDIA GeForce GTX 760  DirectX 12.00,Windows 10,2.31kg,1427
604,Lenovo,Thinkpad T470p,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NVIDIA GeForce GTX 760  DirectX 12.00,Windows 10,1.7kg,1474
615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NVIDIA GeForce GTX 760  DirectX 12.00,Windows 10,2kg,1299
46,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.0GHz,8GB,256GB SSD,NVIDIA GeForce GTX 770  DirectX 12.00,macOS,1.37kg,1419
947,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,NVIDIA GeForce GTX 770  DirectX 12.00,Windows 10,1.3kg,1799
275,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8GB,512GB SSD,NVIDIA GeForce GTX 780  DirectX 12.00,macOS,1.37kg,1958.9
1,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,8GB,128GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,macOS,1.37kg,1339.69
16,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,8GB,256GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,macOS,1.37kg,1518.55
114,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,Windows 10,1.23kg,1379
456,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,Windows 10 S,1.25kg,2589
465,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,Windows 10 S,1.25kg,1799
678,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,Windows 10 S,1.252kg,1867.85
875,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,Windows 10,1.29kg,2240
1130,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,NVIDIA GeForce GTX 780 Ti  DirectX 12.00,Windows 10,1.23kg,1379
5,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,256GB SSD,NVIDIA GeForce GTX 850M  DirectX 12.00,macOS,1.37kg,1803.6
254,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,512GB SSD,NVIDIA GeForce GTX 850M  DirectX 12.00,macOS,1.37kg,2040
7,Apple,MacBook Pro,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.2GHz,16GB,256GB Flash Storage,NVIDIA GeForce GTX 860M  DirectX 12.00,Mac OS X,2.04kg,2139.97
10,Acer,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.6kg,770
20,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.22kg,979
24,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.62kg,819
29,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,8GB,256GB SSD +  256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.88kg,1298
34,Dell,XPS 13,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.2kg,1869
44,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.2kg,682
54,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.49kg,1103
62,Dell,Vostro 5471,Ultrabook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.7kg,879
64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.4kg,941
79,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.02kg,855
82,Dell,Latitude 5590,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.88kg,1096.16
91,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.21kg,1649
94,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.49kg,1197
97,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.5kg,847
116,HP,Probook 440,Notebook,14,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.63kg,722
117,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.21kg,1629
118,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.26kg,1398.99
119,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.63kg,1084
129,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.63kg,812
132,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.5kg,928
135,Acer,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.6kg,884
138,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.63kg,988
148,Asus,ZenBook UX430UA,Ultrabook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.25kg,1099
161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.56kg,1049
173,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.49kg,754
183,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.29kg,1499
185,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.23kg,1399
186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.4kg,1849
198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.62kg,839
201,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.49kg,959
211,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.21kg,1949
212,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.2kg,1449
223,Dell,Latitude 5490,Ultrabook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.6kg,1149
224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.62kg,1279
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.74kg,899
228,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.1kg,794
253,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.49kg,675
255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.08kg,819
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.37kg,1849
260,Dell,Vostro 5370,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.41kg,949
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.67kg,799
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD +  512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.1kg,1499
274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.05kg,880
299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.05kg,739
316,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.21kg,2499
321,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.29kg,2449
329,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.1kg,902
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.4kg,2099
350,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.2kg,1579
353,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD +  256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.88kg,1607.96
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.62kg,869.01
477,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.29kg,1999
480,Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.42kg,1841.85
489,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.49kg,726
492,Lenovo,ThinkPad E480,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.75kg,1049
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.17kg,898.9
509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.4kg,1599
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.04kg,521.47
547,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.2kg,1399
572,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.21kg,1599
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.8kg,829
644,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.23kg,1869
660,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.2kg,1449.9
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.19kg,1499
714,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.6kg,999
745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,1.55kg,659
1189,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2.1kg,1159
1220,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce MX130  DirectX 12.00,Windows 10,2kg,1285
45,Dell,Inspiron 7773,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,NVIDIA GeForce 3060 Ti LHR  DirectX 12.00,Windows 10,2.77kg,999
189,Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NVIDIA GeForce 3060 Ti LHR  DirectX 12.00,Windows 10,2.77kg,1549
246,Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce 3060 Ti LHR  DirectX 12.00,Windows 10,2.1kg,1145
841,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NVIDIA GeForce 3070 LHR  DirectX 12.00,Linux,2.1kg,519
100,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,NVIDIA GeForce 3080 LHR  DirectX 12.00,Windows 10,2kg,577
818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NVIDIA GeForce 3080 LHR  DirectX 12.00,Windows 10,2.4kg,609
1199,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,NVIDIA GeForce 3080 LHR  DirectX 12.00,Windows 10,1.54kg,831
1287,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce 3080 LHR  DirectX 12.00,Windows 10,2.2kg,720.32
1301,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce 3080 LHR  DirectX 12.00,Windows 10,2.2kg,720.32
1315,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,NVIDIA GeForce 3080 LHR  DirectX 12.00,Windows 10,2.2kg,720.32
50,Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.8kg,466
141,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,No OS,2.2kg,499
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.79kg,589
121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2kg,564
533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.2kg,799
632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.2kg,899
723,Lenovo,Thinkpad E470,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,1.87kg,857.07
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.8kg,470.34
955,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.8kg,530
961,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,NVIDIA GeForce 840M  DirectX 12.00,No OS,2.2kg,685
983,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.4kg,695
1219,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,NVIDIA GeForce 840M  DirectX 12.00,No OS,2.2kg,629
1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,NVIDIA GeForce 840M  DirectX 12.00,Windows 10,2.4kg,569
232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NVIDIA GeForce 940M  DirectX 12.00,Windows 10,2kg,769
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,256GB SSD,NVIDIA GeForce 940M  DirectX 12.00,No OS,2.2kg,499
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,2TB HDD,NVIDIA GeForce 940M  DirectX 12.00,No OS,2.2kg,459
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,NVIDIA GeForce 940M  DirectX 12.00,Windows 10,2.2kg,579
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,NVIDIA GeForce 940M  DirectX 12.00,Windows 10,2.2kg,468
279,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,NVIDIA GeForce 940MX  DirectX 12.00,Windows 10,2.2kg,812
312,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,NVIDIA GeForce 940MX  DirectX 12.00,Windows 10,2.2kg,1043
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,NVIDIA GeForce 940MX  DirectX 12.00,Windows 10,2.4kg,1403
791,Toshiba,Tecra Z40-C-161,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,NVIDIA GeForce 940MX  DirectX 12.00,Windows 10,1.47kg,1764
937,Toshiba,Tecra Z50-C-140,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,NVIDIA GeForce 940MX  DirectX 12.00,Windows 10,2.4kg,1975
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,NVIDIA GeForce 940MX  DirectX 12.00,Windows 10,2.4kg,1425
30,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,NVIDIA GeForce 950M  DirectX 12.00,Windows 10,2.5kg,896
81,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,NVIDIA GeForce 950M  DirectX 12.00,Windows 10,2.5kg,977
178,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NVIDIA GeForce 950M  DirectX 12.00,Windows 10,2.5kg,923
199,HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,NVIDIA GeForce 950M  DirectX 12.00,Windows 10,2.5kg,914
222,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NVIDIA GeForce 950M  DirectX 12.00,Windows 10,1.63kg,1031
